,name,price,description1,description2
82,Succulent Amigurumi Pattern,$3.99,"Pattern can be downloaded and accessed immediately after purchase
In this amigurumi crochet pattern we’ll be learning how to crochet a succulent in a mini pot! This unique pattern unveils a delightful surprise—a hidden face and adorable feet peeking out from the greenery. Whether you’re a crochet enthusiast or a succulent lover, this project is perfect for adding a touch of cuteness to any space.
*Includes full length video tutorial so you never miss a stitch!*","Description
The Materials:
• The Yarn (Worsted Weight)
– Green (Top)
– Brown (Dirt)
– Beige (Pot)
• 8mm Safety Eyes x 2
• Black Thread (Mouth)
• Size G6/4.00mm Hook
• Stuffing
• Needle
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 3” long
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 "
83,Yancy the Yeti Amigurumi Pattern,$2.99,"This pattern is available with a Club Crochet Membership, learn more and upgrade your account here
|| I’m already a Club Crochet Member
**This listing is for a PDF pattern with instructions on making the character, not the character itself**
What do you call a yeti with a six-pack? An abdominal snowman.
This crocheted Yeti amigurumi measures about 6″ inches tall when finished and includes a full length unique video tutorial to help you get through the tough parts!
Pattern can be downloaded immediately after purchase
*Includes full length video tutorial for the more difficult parts of the pattern!*
*Includes a printable version of the pattern as well*
Purchase on Etsy || Purchase on Ravelry","Description
Materials:
•The Yarn (Worsted Weight)
– Fuzzy White (Main Fur)
– Light Blue (Skin tone)
– Pink (Cheeks)
– Maroon and Brown (Coffee Cup)
•Size G6/4.00mm Hook
•8mm Safety Bead Eyes x 2 •Stuffing
•Needle
*Pipe cleaner for posable limbs
Suggested yarns:
Buttercream Luxe Craft Angel Hair Lily Sugar n’ Cream
Gauge: 5 Rnds and 4 sts per 1” | Finished piece is about 6″ tall
Worked in the Round
The Stitches:
ch
Chain Stitch
st
Stitch
sl.st
Slip Stitch
sc
Single Crochet
dec
Decrease (Sharp)
inc
Increase
invdec
Invisible Decrease
BLO
Back Loops Only
FLO
Front Loops Only
mbo
Mini Bobble Stitch (3-dc bobble)
bo
Bobble Stitch (4-dc bobble)"
84,Frankenstein Amigurumi Pattern,$2.99,"This pattern is available with a Club Crochet Membership, learn more and upgrade your account here
|| I’m already a Club Crochet Member
**This listing is for a PDF pattern with instructions on making the character, not the character itself**
Pattern can be downloaded immediately after purchase
Still trying to figure out a vampire pun that doesn’t suck…
IT’S ALIVE. This little Frankenstein’s Monster miniature amigurumi measures about 2 inches tall and includes 5 unique video tutorials to help you get through the tough parts!
*Includes full length video tutorial for the more difficult parts of the pattern!*
*Includes a printable version of the pattern as well*
Purchase on Etsy || Purchase on Ravelry
Get the full Halloween Finger Puppet Pattern Bundle","Description
Materials:
• The Yarn (Worsted Weight)
– Green (Skin Tone)
– Brown (Jacket)
– Black (Hair and Pants)
– Dark Grey (Shirt and Shoes)
– Light Grey (Head Bolts)
– Dark Green (Head Stitch)
• Size G6/4.00mm Hook
• Plastic Saftey Bead Eyes
• Stuffing
• NeedleGauge: 5 Rnds and 4 sts per 1” | Finished piece is about 2” tallWorked in the Round The Stitches:
– Ch : Chain stitch
– St : Stitch
– Sl.st : Slip Stitch
– Sc : Single Crochet
– Hdc : Half-Double Crochet
– Dec/Inc : Decrease/Increase
– InvDec : Invisible Decrease
– FLO : Front Loops Only
– BLO : Back Loops Only
– Bo : Bobble Stitch
1. Yarn over, insert hook into stitch
2. Yarn over and pull through
3. Yarn over and pull through 2 loops
4. Repeat steps 1 – 3 four times total
5. Yarn over and pull through all the loops on the hook"
85,SS Lavender Rocket Ship Amigurumi Crochet Pattern,$2.99,"Pattern can be downloaded immediately after purchase
In this lesson we’ll be crocheting the SS Lavender Dream from my Let’s Design livestream! We’ll also learn how to make a stand for our rocket that lights up to look like it’s launching to space!","Description
The Materials:
•The Yarn (Worsted Weight)
•Size G6/4.00mm Hook
•Needle
Suggested yarns:
Lily Sugar n’ Cream
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 3” tall
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 "
86,Dragon Crochet Amigurumi Kit,$30,"In this amigurumi kit learn how to crochet a dragon! This amigurumi dragon crochet kit and pattern features pipe cleaners in all the body parts so that it can be fully pose-able! It includes a full length video tutorial and an interactive PDF it is accessible for any crocheter, but is not designed for complete beginners. It includes a 101 series to help refresh you on any stitches or techniques you may be rusty on.
**This listing is for a PDF pattern with instructions on making the character and the materials needed**
Pattern can be downloaded immediately after purchase
Finished dragons measure around 4″ long when finished.
Kit includes an interactive, and printer friendly PDF pattern and a full-length video tutorial so you never miss a stitch!","Description
Includes full-length video and PDF tutorial
*Includes an additional beginner crochet video series and eBook!*
Kit includes:
• The Yarn (100% Cotton)
– White
– Color A (Green / Red)
– Color B (Teal / Maroon)
• Stuffing
• Darning Needle
• Safety Eyes x 2
Available with the upgraded kit
• Crochet hook (size G6/4.00mm)
Abbreviations (Stitches used)
-Sc : Single Crochet
-Dec/Inc : Decrease/Increase
-InvDec : Invisible Decrease
-FLO/BLO :Front/Back loops only
-St : Stitch or stitches"
87,Anatomical Heart Amigurumi Pattern,$3.99,"In this crochet pattern we’ll be crocheting Anatomical Human Hearts! Somewhere between cute and creepy, these crocheted human hearts are a perfect last minute gift, and this tutorial will teach you everything you need to know to make one!
*This listing is for a DIGITAL crochet pattern in the form of PDF and Video Tutorial, not the physical item itself!*
Pattern includes:
• Digital printer friendly PDF
• Interactive pattern built for multiple devices
• Full length video crochet along","Description
Materials:
• The Yarn (Worsted Weight)
– Red (Main Color)
– Blue and Pink (Veins)
– Black (Mouth and Face)
• 8mm Safety Eyes (*Optional)
• Size G6/4.00mm Hook
• Stuffing
• Needle Other Info:
• Skill level – Easy to Medium
• Gauge: 5 Rnds and 4 sts per 1”
• Finished piece is about 12” long
• Worked in the round (without turning)
 "
88,Cactus and Succulent Crochet Kit,$39.99,"Create your own green house with this cactus crochet kit! This kit includes all the materials you need to make at least 8 cacti, including Beginner Cactus, Flat Cactus, Hunky Cactus, Succulent, and how to make your own customized cactus! It even includes instructions for how to make your cacti with hidden bodies and faces inside their pots!
Finished cacti measure from 2″ – 6″ tall.
Kit includes the pattern bundle with 4 unique cacti patterns, each with their own full-length video tutorials so you never miss a stitch! Plus a 1 month membership giving you access to hundreds of alternative patterns, including a whole garden of additional plant life!
*Crocheting 101: How to Crochet for Complete Beginners Included!*","Description
Kit includes:
• 100% Cotton Amigurumi Yarn
– Sage Green
– Forest Green
– Brown
– Jute
– White
– Red
– Yellow
• Plastic Safety Bead Eyes x 10
• Stuffing
• Darning Needle
* Ergonomic Crochet Hook (Size G6/4.00mm) can be added to your kit"
89,Ankylosaurus Dino Enamel Pin,$7.99,"These enamel pins feature an embossed textured front and a rubber backer. They’re scratch proof and are perfect for pinning to backpacks, hats, sweaters, or hand crocheted beanies!","Description
Size: About 1.25″ x 1.25″
This listing is for one (1) enamel pin!"
90,Themed Crochet Kit Bundle – Dinosaur + Cactus + Whale Beginner Crochet Kits,$99,"Stitch together your own army of amigurumi with this ultimate crochet kit bundle! This bundle includes 3 different crochet kits each making up to 10 different amigurumi projects for 30+ different crochet creations! Crochet a series of Dinosaurs, Whales, and Cacti with this bundle of crochet kits at discount!
Bundle includes: 
• Dinosaur Crochet Kit – Makes 10 Dinos!
• Whale Crochet Kit – Makes 10 Whales!
• Cactus Crochet Kit – Makes 10 Cacti!
Makes 30+ different projects measuring from 2″ – 6″ tall.
Kit includes a pattern bundle for each theme (Dinosaurs, Whales, and Cacti), each project with their own full-length video tutorial so you never miss a stitch! Plus a 3 month membership giving you access to hundreds of alternative patterns, including a whole library of additional projects!
*Crocheting 101: How to Crochet for Complete Beginners Included!*","Description
Bundle includes:
• Dinosaur Crochet Kit – Makes 10 Dinos!
• Whale Crochet Kit – Makes 10 Whales!
• Cactus Crochet Kit – Makes 10 Cacti!
• Each kit includes
– 4 different colors of Amigurumi Cotton Yarn!
– Plastic Safety Bead Eyes x 10
– Stuffing
– 1 Month of Club Crochet Membership (3 months total!)
* Ergonomic Crochet Hook (Size G6/4.00mm) can be added to your kit"
91,Triceratops Dino Enamel Pin,$7.99,"These enamel pins feature an embossed textured front and a rubber backer. They’re scratch proof and are perfect for pinning to backpacks, hats, sweaters, or hand crocheted beanies!","Description
Size: About 1.25″ x 1.25″
This listing is for one (1) enamel pin!"
92,Whale Amigurumi Crochet Kit,$39.99,"Create your own aquarium with this whale crochet kit! This kit includes all the materials you need to make up to 8 whales, including Blue Whale, Beluga, Orca, Dolphin, Narwhal and even a mini whale! It even includes instructions for how to customize your whales with pattern variations and all the colors are interchangeable, meaning you can choose your whale colors!
Finished whales measure from 2″ – 3″ tall.
Kit includes the pattern bundle with 5 unique whale patterns, each with their own full-length video tutorials so you never miss a stitch! Plus a 1 month membership giving you access to hundreds of alternative patterns, including a whole school of additional under the sea critters!
*Crocheting 101: How to Crochet for Complete Beginners Included!*","Description
Kit includes:
• 100% Cotton Amigurumi Yarn
– Cyan
– Purple
– Pink
– White
– Black
• Plastic Safety Bead Eyes x 10
• Pipe Cleaners x 1
• Stuffing
• Darning Needle
* Ergonomic Crochet Hook (Size G6/4.00mm) can be added to your kit"
93,Yarn Donut Magnetic Pin – Sweet Stitches Seasonal Pin,$8.99,"These Yarn Donut magnetic pins feature an embossed textured front and a built in magnetic backing. They’re scratch proof and are perfect for pinning to backpacks, hats, sweaters, or hand crocheted beanies! You can also use them as fridge magnets or even as a project holder!","Description
Size: About 2″ x 1″
This listing is for one (1) Yarn Donut enamel magnetic pin!"
94,Pocket Monster Short-Sleeve Unisex T-Shirt (Choose your color),$27.50,,"Description
Cary you’re little ‘pocket monster’ orc around with you! This T-shirt feels soft and lightweight, with the right amount of stretch. It’s comfortable and flattering for both men and women.
• 100% combed and ring-spun cotton (Heather colors contain polyester)
• Ash color is 99% combed and ring-spun cotton, 1% polyester
• Heather colors are 52% combed and ring-spun cotton, 48% polyester
• Athletic and Black Heather are 90% combed and ring-spun cotton, 10% polyester
• Heather Prism colors are 99% combed and ring-spun cotton, 1% polyester
• Fabric weight: 4.2 oz (142 g/m2)
• Pre-shrunk fabric
• Shoulder-to-shoulder taping
• Side-seamed"
95,T-Rex Dino Enamel Pin,$7.99,"These enamel pins feature an embossed textured front and a rubber backer. They’re scratch proof and are perfect for pinning to backpacks, hats, sweaters, or hand crocheted beanies!","Description
Size: About 1.25″ x 1.25″
This listing is for one (1) enamel pin!"
96,Club Crochet Logo Pin – Pink,$7.99,"These Club Crochet Logo pins feature an embossed textured front and a rubber backer. They’re scratch proof and are perfect for pinning to backpacks, hats, sweaters, or hand crocheted beanies!","Description
Size: About 1″ x 1″
This listing is for one (1) pin in Pink
Free shipping to US Residence."
97,Yarn Ornament Magnetic Pin – Holiday Hooks Seasonal Pin,$8.99,"These Yarn Ornament magnetic pins feature an embossed textured front and a built in magnetic backing. They’re scratch proof and are perfect for pinning to backpacks, hats, sweaters, or hand crocheted beanies! You can also use them as fridge magnets or even as a project holder!","Description
Size: About 1.25″ x 1″
This listing is for one (1) Yarn Ornament enamel magnetic pin!"
98,Church of Perch (B) Short-Sleeve Unisex T-Shirt,$20,,"Description
CooOoOOOoOoO!! Show your support for the Church of Perch with this awesome T-Shirt! It feels soft and lightweight, with the right amount of stretch. It’s comfortable and flattering for both men and women.
This is Variation B.
(Variation A available here)
• 100% combed and ring-spun cotton (Heather colors contain polyester)
• Ash color is 99% combed and ring-spun cotton, 1% polyester
• Heather colors are 52% combed and ring-spun cotton, 48% polyester
• Athletic and Black Heather are 90% combed and ring-spun cotton, 10% polyester
• Heather Prism colors are 99% combed and ring-spun cotton, 1% polyester
• Fabric weight: 4.2 oz (142 g/m2)
• Pre-shrunk fabric
• Shoulder-to-shoulder taping
• Side-seamed"
99,Professional Hooker (Blue) Short-Sleeve Unisex T-Shirt (Choose your color),$25,,"Description
You’re a professional hooker, be proud of it! This T-Shirt feels soft and lightweight, with the right amount of stretch. It’s comfortable and flattering for both men and women.
• 100% combed and ring-spun cotton (Heather colors contain polyester)
• Ash color is 99% combed and ring-spun cotton, 1% polyester
• Heather colors are 52% combed and ring-spun cotton, 48% polyester
• Athletic and Black Heather are 90% combed and ring-spun cotton, 10% polyester
• Heather Prism colors are 99% combed and ring-spun cotton, 1% polyester
• Fabric weight: 4.2 oz (142 g/m2)
• Pre-shrunk fabric
• Shoulder-to-shoulder taping
• Side-seamed"
100,Yarn Octopus Enamel Pin – Under the Sea Seasonal Pin,$7.99,"These Octopus Fishbowl pins feature an embossed textured front and a rubber backer. They’re scratch proof and are perfect for pinning to backpacks, hats, sweaters, or hand crocheted beanies!","Description
Size: About 1.25″ x 1″
This listing is for one (1) Octopus Fishbowl enamel pin!"
101,Logo Unisex heavy blend zip hoodie,$45,,"Description
Designed with style and comfort in mind, this hoodie will quickly become your new favorite. It’s made from soft fleece inside and outside, with a sturdy metal zipper, convenient front pockets, and a hood with color-matched drawstrings.
• 50% cotton, 50% polyester
• Fabric weight: 8 oz/yd² (271 g/m²)
• Yarn diameter: 20 singles
• Soft fleece fabric inside and outside
• Air-jet spun yarn for reduced piling
• Regular fit
• Metal zipper
• Front pouch pockets
• Unlined hood with color-matched drawcord
• Double-needle stitching at shoulders, armholes, neck, waistband, and cuffs
• Safety Green: Compliant with ANSI/ISEA 107
• Blank products sourced from Honduras and El Salvador
This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!"
102,Stitch’d Vinyl Crochet Sticker,$5,"These Stitch’d logo stickers are completely waterproof and UV protected so they won’t fade over time! Perfect for laptops, notebooks, or water bottles.","Description
Size: About 5″ x 2″
This listing is for (1) sticker.
Free shipping to US Residence.
Learn more about Stitch’d at StitchdTheGame.com"
103,Dinosaur Enamel Pin Bundle of 6,$39.99,"This collection of 6 enamel pins feature an embossed textured front and a rubber backing. They’re scratch proof and are perfect for pinning to backpacks, hats, sweaters, or hand crocheted beanies!
Includes:
• Triceratops
• Stegosaurus
• Raptor
• Ankylosaurus
• T-Rex
• Brontosaurus
*$48 value! Buy 5 get one free!","Description
Each Pin Size: About 1.25″ x 1.25″
This listing is for six (6) enamel magnetic pins!"
104,Yarn Planet Magnetic Pin – Space Crafts Seasonal Pin,$8.99,"These Yarn Planet magnetic pins feature an embossed textured front and a built in magnetic backing. They’re scratch proof and are perfect for pinning to backpacks, hats, sweaters, or hand crocheted beanies! You can also use them as fridge magnets or even as a project holder!","Description
Size: About 2″ x 2″
This listing is for one (1) Yarn Planet enamel magnetic pin!"
105,Jimbo with Green Yarn Tee,$20,"Have you ever wanted a drawing of my cat playing with a ball of yarn with his little butt out on a shirt? OF COURSE YOU HAVE!! Plus, it feels soft and lightweight, with the right amount of stretch. It’s comfortable and flattering for all.
Get the Pink Yarn Ball version of this shirt here.","Description
• 100% combed and ring-spun cotton
• Athletic heather is 90% cotton, 10% polyester
• Other heather colors are 52% cotton, 48% polyester
• Fabric weight: 4.2 oz/y² (142 g/m²)
• Relaxed fit
• Pre-shrunk fabric
• Side-seamed construction
• Crew neck"
106,Crochet Hook Size G6 / 4.00mm,$2.50,This size crochet hook is perfect for making smaller crochet projects such as amigurumi. It is perfect for Worsted Weight sized yarn.,"Description
• Aluminum Crochet Hook
• Size G6 / 4.00mm"
107,Church of Perch (A) Short-Sleeve Unisex T-Shirt,$20,,"Description
CooOoOOOoOoO!! Show your support for the Church of Perch with this awesome T-Shirt! It feels soft and lightweight, with the right amount of stretch. It’s comfortable and flattering for both men and women.
This is Variation A.
(Variation B available here)
• 100% combed and ring-spun cotton (Heather colors contain polyester)
• Ash color is 99% combed and ring-spun cotton, 1% polyester
• Heather colors are 52% combed and ring-spun cotton, 48% polyester
• Athletic and Black Heather are 90% combed and ring-spun cotton, 10% polyester
• Heather Prism colors are 99% combed and ring-spun cotton, 1% polyester
• Fabric weight: 4.2 oz (142 g/m2)
• Pre-shrunk fabric
• Shoulder-to-shoulder taping
• Side-seamed"
108,6mm Safety Bead Eyes x 10,$2.50,"These safety bead eyes are perfect for adding to small amigurumi. Each eye includes a soft backing for easy application.
Includes 10 eyes total.","Description
• Safety Bead Eyes with soft backs for easy application
• 10 pieces (10 eyes and 10 backs)
• Stay locked in position. Safe for babies.
• Perfect for small amigurumi"
109,Club Crochet Logo Pin – Green,$7.99,"These Club Crochet Logo pins feature an embossed textured front and a rubber backer. They’re scratch proof and are perfect for pinning to backpacks, hats, sweaters, or hand crocheted beanies!","Description
Size: About 1″ x 1″
This listing is for one (1) pin.
Free shipping to US Residence."
110,Club Crochet Pattern Membership Gift,,"Give the gift of crochet in the form of a Pattern membership! A Pattern membership gives you access to all the patterns, video tutorials, and downloadable PDFs in the Club Crochet Library.
Available in as a 1, 3, 6, or 12 month membership.","Description
This product listing is for gifting a Pattern membership on Club Crochet. After purchase, an message will be sent to the recipient email address with instructions on how to activate their membership."
111,Yarn Darning Needle Bottle – Pack of 4,$5.50,"This pack of darning needles includes 4 large eye aluminum needles in a rainbow of colors. Each needle features a bent end making them perfect for going in and out of hard to reach stitches. All 4 needles are neatly packaged in a re-useable bottle, making it easy to store!","Description
High Quality – These needles with large eye are made of durable aluminum, with a smooth finish, leaving no problems with snagging yarn.
Easy to Use – Due to the extra large eye, these needles are easy to thread yarn through even without a threader. The bent tip tapestry needle is easier to hook under stitches, and they are durable and lightweight.
Easy to Store – Our yarn needles with large eye include a clear bottle for storage. When you finish your project, just put our yarn needles into the bottle and don’t need to worry about losing your finishing needles!
Easy to Find – The 4 needles included come in a rainbow of different colors, making them easy to find and great for contrasting colors with projects!"
112,Jimbo with Pink Yarn Tee,$20,"Have you ever wanted a drawing of my cat playing with a ball of yarn with his little butt out on a shirt? OF COURSE YOU HAVE!! Plus, it feels soft and lightweight, with the right amount of stretch. It’s comfortable and flattering for all.
Get the Green Yarn Ball version of this shirt here.","Description
• 100% combed and ring-spun cotton (Heather colors contain polyester)
• Fabric weight: 4.2 oz/yd² (142 g/m²)
• Pre-shrunk fabric
• Side-seamed construction
• Shoulder-to-shoulder taping
• Blank product sourced from Guatemala, Nicaragua, Mexico, Honduras, or the US"
113,Stitch’d: War That You Craft – Short-Sleeve Unisex T-Shirt (Choose your color),$25,,"Description
It’s the table top game that you make from scratch, it’s war that you craft, it’s Stitch’d! This T-shirt feels soft and lightweight, with the right amount of stretch. It’s comfortable and flattering for both men and women.
• 100% combed and ring-spun cotton (Heather colors contain polyester)
• Ash color is 99% combed and ring-spun cotton, 1% polyester
• Heather colors are 52% combed and ring-spun cotton, 48% polyester
• Athletic and Black Heather are 90% combed and ring-spun cotton, 10% polyester
• Heather Prism colors are 99% combed and ring-spun cotton, 1% polyester
• Fabric weight: 4.2 oz (142 g/m2)
• Pre-shrunk fabric
• Shoulder-to-shoulder taping
• Side-seamed"
114,Pigeon Birb Pin,$7.99,"These Pigeon Birb pins feature an embossed textured front and a rubber backer. They’re scratch proof and are perfect for pinning to backpacks, hats, sweaters, or hand crocheted beanies!","Description
Size: About 1″ x 1″
This listing is for one (1) pigeon birb pin!
Free shipping to US Residence."
115,Club Crochet Shop Gift Card,,"Get someone you care about ‘hooked’ with a Club Crochet gift card! Gift cards can be used on anything in the store including kits, patterns, and even memberships!
How to use a gift card",
116,Bottle O’ Eyes – 100 x 6mm or 8mm Safety Eyes,$19.99,"These safety bead eyes are perfect for adding to small amigurumi. Each eye includes a soft backing for easy application. 6mm or 8mm eyes available.
Includes 100 eyes total (100 eyes and 100 backs) in a waterproof sealed engraved glass jar.","Description
• Safety Bead Eyes with soft backs for easy application
• 100 pieces (100 eyes and 100 backs)
• Waterproof sealed engraved glass jar
• Stay locked in position. Safe for babies.
• Perfect for small amigurumi"
117,Nature Color Pack – Amigurumi Cotton Yarn 4 Ball Bundle,$25.99,"Club Crochet Amigurumi Cotton yarn is a natural, high quality, 100% cotton yarn. Specially designed for amigurumi, this 4-ply worsted weight yarn consists of multi-ply fibers which makes our yarn stronger and more vibrant, as well as giving excellent stitch definition and a split-proof nature.
Club Crochet Amigurumi Cotton Yarn is great for beginners, as it’s more densely packed fibers provide a slightly chunkier nature making it easy to crochet with, provides more consistent stitch gauge, and make your stitches easy to distinguish! This color pack includes four (4) balls of yarn in nature themed colors (Sage Green, Forest Green, Pastel Yellow, and Nature Brown). Conveniently machine washable and dry-able for easy care.","Description
Content: 100% Cotton
Ball Size (Each): 63g / 2.2oz, 200ft / 61m / 67yd
Colors (4): Sage Green, Forest Green, Pastel Yellow, and Nature Brown
Care: Machine wash and dry
Gauge: 4 Medium Worsted
Recommended Crochet Hook: 4 mm (US G-6) – 5 mm (US H-8)"
118,Crocheting Ogre Vinyl Crochet Sticker,$5,"These Crocheting Ogre stickers are completely waterproof and UV protected so they won’t fade over time! Perfect for laptops, notebooks, or water bottles.","Description
Size: About 4″ x 2.5″
This listing is for (1) sticker.
Free shipping to US Residence.
Learn more about Stitch’d at StitchdTheGame.com"
119,Vaporwave Color Pack – Amigurumi Cotton Yarn 4 Ball Bundle,$25.99,"Club Crochet Amigurumi Cotton yarn is a natural, high quality, 100% cotton yarn. Specially designed for amigurumi, this 4-ply worsted weight yarn consists of multi-ply fibers which makes our yarn stronger and more vibrant, as well as giving excellent stitch definition and a split-proof nature.
Club Crochet Amigurumi Cotton Yarn is great for beginners, as it’s more densely packed fibers provide a slightly chunkier nature making it easy to crochet with, provides more consistent stitch gauge, and make your stitches easy to distinguish! This color pack includes four (4) balls of yarn in retro-vaporwave themed colors (Purple, Pink, Cyan, and Teal). Conveniently machine washable and dry-able for easy care.","Description
Content: 100% Cotton
Ball Size (Each): 63g / 2.2oz, 200ft / 61m / 67yd
Colors (4): Purple, Cyan, Pink, and Teal
Care: Machine wash and dry
Gauge: 4 Medium Worsted
Recommended Crochet Hook: 4 mm (US G-6) – 5 mm (US H-8)"
120,Black Embroidery Thread Bobbin,$5.50,This Black Embroidery Thread Bobbin is perfect for adding details and faces your amigurumi. This bobbin of thread is 110 ft long including enough for dozens of amigurumi faces!,"Description
100% Cotton
Nine-strand divisible thread (extra durable)
Made in France
Colorfast and fade resistant
110 ft of Thread Included"
121,Professional Hooker (Blue) Vinyl Crochet Sticker,$5,"These Professional Hooker stickers are completely waterproof and UV protected so they won’t fade over time! Perfect for laptops, notebooks, or waterbottles.
  Get the Pink Stickers Here","Description
Size: About 3.5″ x 3.5″
This listing is for (1) sticker.
Free shipping to US Residence."
122,Cactus Enamel Pin,$7.99,"These Cactus Yarn Ball pins feature an embossed textured front and a rubber backer. They’re scratch proof and are perfect for pinning to backpacks, hats, sweaters, or hand crocheted beanies!","Description
Size: About 1.25″ x 1″
This listing is for one (1) cactus enamel pin!
Free shipping to US Residence."
123,Stegosaurus Dino Enamel Pin,$7.99,"These enamel pins feature an embossed textured front and a rubber backer. They’re scratch proof and are perfect for pinning to backpacks, hats, sweaters, or hand crocheted beanies!","Description
Size: About 1.25″ x 1.25″
This listing is for one (1) enamel pin!"
124,Anyone Can Be a Hooker (Transparent) Vinyl Crochet Sticker,$5,"These Anyone Can Be a Hooker stickers are completely waterproof and UV protected so they won’t fade over time! Perfect for laptops, notebooks, or water bottles.","Description
Size: About 3.5″ x 3.5″
This listing is for (1) sticker.
Free shipping to US Residence."
125,Professional Hooker (Pink) Vinyl Crochet Sticker,$5,"These Professional Hooker stickers are completely waterproof and UV protected so they won’t fade over time! Perfect for laptops, notebooks, or water bottles.
  Get the Blue Stickers Here","Description
Size: About 3.5″ x 3.5″
This listing is for (1) sticker.
Free shipping to US Residence."
126,Jimbo the Cat Enamel Pin,$7.99,"These Jimbo the Cat pins feature an embossed textured front and a rubber backer. They’re scratch proof and are perfect for pinning to backpacks, hats, sweaters, or hand crocheted beanies!","Description
Size: About 1.25″ x 1″
This listing is for one (1) Jimbo the Cat enamel pin!
Free shipping to US Residence."
127,Church of Perch Vinyl Crochet Sticker,$5,"These Church of Perch stickers are completely waterproof and UV protected so they won’t fade over time! Perfect for laptops, notebooks, or water bottles.
Version A has the Owl, Duck, Birb Pope, Chicken, Pigeon
Version B has the Pigeon, Eagle, Birb Pope, Barn Owl, Hummingbird","Description
Size: About 4″ x 2.5″
This listing is for (1) sticker.
Free shipping to US Residence.
Learn more about Stitch’d at StitchdTheGame.com"
128,Raptor Dino Enamel Pin,$7.99,"These enamel pins feature an embossed textured front and a rubber backer. They’re scratch proof and are perfect for pinning to backpacks, hats, sweaters, or hand crocheted beanies!","Description
Size: About 1.25″ x 1.25″
This listing is for one (1) enamel pin!"
129,Brontosaurus Dino Enamel Pin,$7.99,"These enamel pins feature an embossed textured front and a rubber backer. They’re scratch proof and are perfect for pinning to backpacks, hats, sweaters, or hand crocheted beanies!","Description
Size: About 1.25″ x 1.25″
This listing is for one (1) enamel pin!"
