ID;Name;Categories;Price;Long desc;Short desc;Image URLs
10;SS Lavender Rocket Ship Amigurumi Crochet Pattern;Crochet Patterns;2.99;"Pattern can be downloaded immediately after purchase
In this lesson we’ll be crocheting the SS Lavender Dream from my Let’s Design livestream! We’ll also learn how to make a stand for our rocket that lights up to look like it’s launching to space!";"Description
The Materials:
•The Yarn (Worsted Weight)
•Size G6/4.00mm Hook
•Needle
Suggested yarns:
Lily Sugar n’ Cream
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 3” tall
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/SSLavenderRocketShipAmigurumiCrochetPattern_1.jpg|http://localhost:8080/img/p/SSLavenderRocketShipAmigurumiCrochetPattern_2.jpg|http://localhost:8080/img/p/SSLavenderRocketShipAmigurumiCrochetPattern_3.jpg|http://localhost:8080/img/p/SSLavenderRocketShipAmigurumiCrochetPattern_4.jpg|http://localhost:8080/img/p/SSLavenderRocketShipAmigurumiCrochetPattern_5.jpg|http://localhost:8080/img/p/SSLavenderRocketShipAmigurumiCrochetPattern_6.jpg|http://localhost:8080/img/p/SSLavenderRocketShipAmigurumiCrochetPattern_7.jpg|http://localhost:8080/img/p/SSLavenderRocketShipAmigurumiCrochetPattern_8.jpg
11;Stars and Moons Amigurumi Crochet Pattern;Crochet Patterns;2.99;"Pattern can be downloaded immediately after purchase
In this lesson we’ll be crocheting stars in different shapes and sizes and an amigurumi moon! This tutorial series will teach you how to crochet 6 stars in alternating sizes and shapes, how to sew them together to create toys, and even how to make a smiling moon amigurumi!
*Includes video tutorials for the more difficult parts of the pattern!*";"Description
The Materials:
•The Yarn (Worsted Weight)
– Yellow
•Size G6/4.00mm Hook
•Safety Eyes x2
•Needle
Suggested yarns:
Lily Sugar n’ Cream
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 3” tall
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/StarsandMoonsAmigurumiCrochetPattern_1.jpg|http://localhost:8080/img/p/StarsandMoonsAmigurumiCrochetPattern_2.jpg|http://localhost:8080/img/p/StarsandMoonsAmigurumiCrochetPattern_3.jpg|http://localhost:8080/img/p/StarsandMoonsAmigurumiCrochetPattern_4.jpg|http://localhost:8080/img/p/StarsandMoonsAmigurumiCrochetPattern_5.jpg|http://localhost:8080/img/p/StarsandMoonsAmigurumiCrochetPattern_6.jpg|http://localhost:8080/img/p/StarsandMoonsAmigurumiCrochetPattern_7.jpg|http://localhost:8080/img/p/StarsandMoonsAmigurumiCrochetPattern_8.jpg|http://localhost:8080/img/p/StarsandMoonsAmigurumiCrochetPattern_9.jpg
12;Yancy the Yeti Amigurumi Pattern;Crochet Patterns;2.99;"This pattern is available with a Club Crochet Membership, learn more and upgrade your account here
|| I’m already a Club Crochet Member
**This listing is for a PDF pattern with instructions on making the character, not the character itself**
What do you call a yeti with a six-pack? An abdominal snowman.
This crocheted Yeti amigurumi measures about 6″ inches tall when finished and includes a full length unique video tutorial to help you get through the tough parts!
Pattern can be downloaded immediately after purchase
*Includes full length video tutorial for the more difficult parts of the pattern!*
*Includes a printable version of the pattern as well*
Purchase on Etsy || Purchase on Ravelry";"Description
Materials:
•The Yarn (Worsted Weight)
– Fuzzy White (Main Fur)
– Light Blue (Skin tone)
– Pink (Cheeks)
– Maroon and Brown (Coffee Cup)
•Size G6/4.00mm Hook
•8mm Safety Bead Eyes x 2 •Stuffing
•Needle
*Pipe cleaner for posable limbs
Suggested yarns:
Buttercream Luxe Craft Angel Hair Lily Sugar n’ Cream
Gauge: 5 Rnds and 4 sts per 1” | Finished piece is about 6″ tall
Worked in the Round
The Stitches:
ch
Chain Stitch
st
Stitch
sl.st
Slip Stitch
sc
Single Crochet
dec
Decrease (Sharp)
inc
Increase
invdec
Invisible Decrease
BLO
Back Loops Only
FLO
Front Loops Only
mbo
Mini Bobble Stitch (3-dc bobble)
bo
Bobble Stitch (4-dc bobble)";http://localhost:8080/img/p/YancytheYetiAmigurumiPattern_1.jpg|http://localhost:8080/img/p/YancytheYetiAmigurumiPattern_2.jpg|http://localhost:8080/img/p/YancytheYetiAmigurumiPattern_3.jpg|http://localhost:8080/img/p/YancytheYetiAmigurumiPattern_4.jpg|http://localhost:8080/img/p/YancytheYetiAmigurumiPattern_5.jpg
13;Queen Bee Amigurumi Pattern;Crochet Patterns;2.99;"*This listing is for a PDF pattern with instructions on making the character, not the character itself**
Pattern can be downloaded immediately after purchase
Have your own crocheted Queen Bee, sitting safe and sound on your dresser, or hanging on your back pack! This little Queen Bee miniature amigurumi measures about 6 inches long when finished and includes 5 unique video tutorials to help you get through the tough parts!
*Includes full length video tutorial for the more difficult parts of the pattern!*";"Description
Materials:
• The Yarn (Worsted Weight)
– Yellow (Body)
– Black (Body 2)
– Gold (Crown)
– Red (Lips/Crown)
– White (Wings)
• Size G6/4.00mm Hook
• Plastic Saftey Bead Eyes
• Stuffing
• Needle
Gauge: 5 Rnds and 4 sts per 1” | Finished piece is about 6” tall
Worked in the Round
The Stitches:
– Ch : Chain stitch
– St : Stitch
– Sl.st : Slip Stitch
– Sc : Single Crochet
– Hdc : Half-Double Crochet
– Dc: Double Crochet
– Tr: Treble/Triple Crochet
– Dec/Inc : Decrease/Increase
– InvDec : Invisible Decrease
– FLO: Front Loops Only
– BLO: Back Loops Only
– M.p: Mini Picot
(ch 2, sl.st into the back loop of the 2nd ch from the hook)";http://localhost:8080/img/p/QueenBeeAmigurumiPattern_1.jpg|http://localhost:8080/img/p/QueenBeeAmigurumiPattern_2.jpg|http://localhost:8080/img/p/QueenBeeAmigurumiPattern_3.jpg|http://localhost:8080/img/p/QueenBeeAmigurumiPattern_4.jpg|http://localhost:8080/img/p/QueenBeeAmigurumiPattern_5.jpg
14;Crocheted Mini Raptor Dinosaur Amigurumi Pattern;Crochet Patterns;1.99;"Pattern can be downloaded and accessed immediately after purchase
In this mini dinosaur amigurumi crochet pattern we’ll be crocheting the tiniest dino yet, a mini Raptor! This pattern is no sew, and features a few fun stitches and a brand new sewing together technique for making the tail!
*Includes full length video tutorial so you never miss a stitch!*";"Description
The Materials:
• The Yarn (Worsted Weight Cotton)
– Color A
– White
• Size G6/4.00mm Hook
• Size 6mm Safety Eyes x 2
• Stuffing
• Needle
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 3” long
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/CrochetedMiniRaptorDinosaurAmigurumiPattern_1.jpg|http://localhost:8080/img/p/CrochetedMiniRaptorDinosaurAmigurumiPattern_2.jpg|http://localhost:8080/img/p/CrochetedMiniRaptorDinosaurAmigurumiPattern_3.jpg|http://localhost:8080/img/p/CrochetedMiniRaptorDinosaurAmigurumiPattern_4.jpg|http://localhost:8080/img/p/CrochetedMiniRaptorDinosaurAmigurumiPattern_5.jpg|http://localhost:8080/img/p/CrochetedMiniRaptorDinosaurAmigurumiPattern_6.jpg
15;Dragon Crochet Amigurumi Kit;Crochet Kits;30.0;"In this amigurumi kit learn how to crochet a dragon! This amigurumi dragon crochet kit and pattern features pipe cleaners in all the body parts so that it can be fully pose-able! It includes a full length video tutorial and an interactive PDF it is accessible for any crocheter, but is not designed for complete beginners. It includes a 101 series to help refresh you on any stitches or techniques you may be rusty on.
**This listing is for a PDF pattern with instructions on making the character and the materials needed**
Pattern can be downloaded immediately after purchase
Finished dragons measure around 4″ long when finished.
Kit includes an interactive, and printer friendly PDF pattern and a full-length video tutorial so you never miss a stitch!";"Description
Includes full-length video and PDF tutorial
*Includes an additional beginner crochet video series and eBook!*
Kit includes:
• The Yarn (100% Cotton)
– White
– Color A (Green / Red)
– Color B (Teal / Maroon)
• Stuffing
• Darning Needle
• Safety Eyes x 2
Available with the upgraded kit
• Crochet hook (size G6/4.00mm)
Abbreviations (Stitches used)
-Sc : Single Crochet
-Dec/Inc : Decrease/Increase
-InvDec : Invisible Decrease
-FLO/BLO :Front/Back loops only
-St : Stitch or stitches";http://localhost:8080/img/p/DragonCrochetAmigurumiKit_1.jpg|http://localhost:8080/img/p/DragonCrochetAmigurumiKit_2.jpg|http://localhost:8080/img/p/DragonCrochetAmigurumiKit_3.jpg|http://localhost:8080/img/p/DragonCrochetAmigurumiKit_4.jpg|http://localhost:8080/img/p/DragonCrochetAmigurumiKit_5.jpg|http://localhost:8080/img/p/DragonCrochetAmigurumiKit_6.jpg|http://localhost:8080/img/p/DragonCrochetAmigurumiKit_7.jpg|http://localhost:8080/img/p/DragonCrochetAmigurumiKit_8.jpg|http://localhost:8080/img/p/DragonCrochetAmigurumiKit_9.jpg|http://localhost:8080/img/p/DragonCrochetAmigurumiKit_10.jpg|http://localhost:8080/img/p/DragonCrochetAmigurumiKit_11.jpg
16;Planet Earth Amigurumi Pattern;Crochet Patterns;2.99;"Pattern can be downloaded immediately after purchase
  What did the earth say to the other planets? “Pffff, you guys have no life.”
  This crocheted planet earth amigurumi measures about 2.5 inches tall when finished and includes a full length unique video tutorial to help you get through the tough parts!
  *Includes video tutorials for the more difficult parts of the pattern!*";"Description
The Materials:
•The Yarn (Worsted Weight)
– Green
– White
– Blue
•Size G6/4.00mm Hook
•10mm Safety Bead Eyes x 2
•Stuffing
•Needle
Suggested yarns:
Lily Sugar n’ Cream
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 2.5” tall
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/PlanetEarthAmigurumiPattern_1.jpg|http://localhost:8080/img/p/PlanetEarthAmigurumiPattern_2.jpg|http://localhost:8080/img/p/PlanetEarthAmigurumiPattern_3.jpg|http://localhost:8080/img/p/PlanetEarthAmigurumiPattern_4.jpg|http://localhost:8080/img/p/PlanetEarthAmigurumiPattern_5.jpg
17;Astronaut Amigurumi Pattern;Crochet Patterns;2.99;"Pattern can be downloaded immediately after purchase
  Where would an astronaut park his space ship? A parking meteor!
  This crocheted astronaut amigurumi measures about 2.5 inches tall when finished and includes a full-length unique video tutorial to help you get through the tough parts!
  *Includes video tutorials for the more difficult parts of the pattern!*";"Description
The Materials:
•The Yarn (Worsted Weight)
– White (Main)
– Blue (Mask)
– Red (Detail)
– Grey (Detail)
– Yellow (Detail)
– Light Blue (Detail)
•Size G6/4.00mm Hook
•Stuffing
•Needle
Suggested yarns:
Lily Sugar n’ Cream
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 2.5” tall
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
bo = Bobble Stitch
mbo = Mini Bobble Stitch
 ";http://localhost:8080/img/p/AstronautAmigurumiPattern_1.jpg|http://localhost:8080/img/p/AstronautAmigurumiPattern_2.jpg|http://localhost:8080/img/p/AstronautAmigurumiPattern_3.jpg|http://localhost:8080/img/p/AstronautAmigurumiPattern_4.jpg|http://localhost:8080/img/p/AstronautAmigurumiPattern_5.jpg
18;Castle Amigurumi Pattern;Crochet Patterns;3.99;"Pattern can be downloaded immediately after purchase
In this lesson, we’ll be crocheting a castle or sandcastle! This pattern is designed by @RavenCraft__Designs, and includes instructions on how to crochet your castle in different sizes and with a drawbridge that can actually be pulled up!
*Includes video tutorials for the more difficult parts of the pattern!*";"Description
The Materials:
•The Yarn (Worsted Weight)
– Grey
– Color A
– Brown
•Size G6/4.00mm Hook
•Stuffing
•Needle
•1″ Square of Felt
•Sewing pin
Suggested yarns:
Lily Sugar n’ Cream
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 3.5” tall
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/CastleAmigurumiPattern_1.jpg|http://localhost:8080/img/p/CastleAmigurumiPattern_2.jpg|http://localhost:8080/img/p/CastleAmigurumiPattern_3.jpg|http://localhost:8080/img/p/CastleAmigurumiPattern_4.jpg|http://localhost:8080/img/p/CastleAmigurumiPattern_5.jpg|http://localhost:8080/img/p/CastleAmigurumiPattern_6.jpg|http://localhost:8080/img/p/CastleAmigurumiPattern_7.jpg|http://localhost:8080/img/p/CastleAmigurumiPattern_8.jpg
19;Under the Sea Crochet Pattern Bundle;Crochet Patterns;19.99;"In this crochet pattern bundle we’ll be crocheting a variety of amigurumi inspired by ocean life! This amigurumi pattern bundle features 20 different patterns each including a video tutorial and PDF!
*Every pattern in this bundle includes a full length video tutorials to go along side an interactive PDF with checkmarks and time codes to keep track of progress.
Pattern Bundle Includes:
• Octopus Amigurumi
• Squid Amigurumi
• Jellyfish Amigurumi
• Seahorse Amigurumi
• Whale Amigurumi Bundle (5 different whales!)
• Angler Fish Amigurumi
• Starfish Amigurumi
• Marine Minigurumi (8 different miniature patterns!)
• + 1 BONUS Secret pattern!
*Includes full length video tutorials so you never miss a stitch!*";"Description
The Materials:
• The Yarn (Worsted Weight)
– Color A
– White
• Pipe Cleaners x 1 (optional)
• 6mm Safety Eyes x 10
• Size G6/4.00mm Hook
• Stuffing
• Needle
The Gauge:
5 Rnds and 4 sts per 1”
Finished piece is about 3” long
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/UndertheSeaCrochetPatternBundle_1.jpg|http://localhost:8080/img/p/UndertheSeaCrochetPatternBundle_2.jpg|http://localhost:8080/img/p/UndertheSeaCrochetPatternBundle_3.jpg|http://localhost:8080/img/p/UndertheSeaCrochetPatternBundle_4.jpg|http://localhost:8080/img/p/UndertheSeaCrochetPatternBundle_5.jpg|http://localhost:8080/img/p/UndertheSeaCrochetPatternBundle_6.jpg|http://localhost:8080/img/p/UndertheSeaCrochetPatternBundle_7.jpg|http://localhost:8080/img/p/UndertheSeaCrochetPatternBundle_8.jpg|http://localhost:8080/img/p/UndertheSeaCrochetPatternBundle_9.jpg|http://localhost:8080/img/p/UndertheSeaCrochetPatternBundle_10.jpg
20;T-Rex Amigurumi Pattern;Crochet Patterns;2.99;"Pattern can be downloaded immediately after purchase
  In this crochet pattern, we’ll be crocheting a terrifying Tyrannosaurus Rex! This Trex crochet pattern is designed to match my other miniature crocheted dinosaurs like the Triceratops and Brontosaurus! The pattern can be a little bit tricky since I had to make up a whole new crochet stitch for the feet, but it’s worth it since you can make one in just about an hour with minimal sewing together!
  *Includes video tutorials for the more difficult parts of the pattern!*";"Description
The Materials:
•The Yarn (Worsted Weight)
– Color A
– Color B
– White
•Size G6/4.00mm Hook
•Stuffing
•Needle
•Safety Bead Eyes x 2 (8mm)
Suggested yarns:
Lily Sugar n’ Cream
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 2” tall
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/TRexAmigurumiPattern_1.jpg|http://localhost:8080/img/p/TRexAmigurumiPattern_2.jpg|http://localhost:8080/img/p/TRexAmigurumiPattern_3.jpg|http://localhost:8080/img/p/TRexAmigurumiPattern_4.jpg|http://localhost:8080/img/p/TRexAmigurumiPattern_5.jpg|http://localhost:8080/img/p/TRexAmigurumiPattern_6.jpg|http://localhost:8080/img/p/TRexAmigurumiPattern_7.jpg
21;Bonsai Tree Amigurumi Pattern;Crochet Patterns;3.99;"Pattern can be downloaded immediately after purchase
  I kept killing my bonsai tree’s so I made this pattern for a crocheted one that you’ll never need to water! The pattern is relatively simple but leaves a lot for customization. I’ve even made a few cherry blossom crocheted bonsai tree’s as-well.
  *Includes video tutorials for the more difficult parts of the pattern!*";"Description
The Materials:
•The Yarn (Worsted Weight)
– Green
– Brown
•Size G6/4.00mm Hook
•Stuffing
•Needle
•10 Pom-poms
Suggested yarns:
Lily Sugar n’ Cream
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 2” tall
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/BonsaiTreeAmigurumiPattern_1.jpg|http://localhost:8080/img/p/BonsaiTreeAmigurumiPattern_2.jpg|http://localhost:8080/img/p/BonsaiTreeAmigurumiPattern_3.jpg|http://localhost:8080/img/p/BonsaiTreeAmigurumiPattern_4.jpg|http://localhost:8080/img/p/BonsaiTreeAmigurumiPattern_5.jpg|http://localhost:8080/img/p/BonsaiTreeAmigurumiPattern_6.jpg|http://localhost:8080/img/p/BonsaiTreeAmigurumiPattern_7.jpg
22;Orc Amigurumi Pattern;Crochet Patterns;2.99;"**This listing is for a PDF pattern with instructions on making the character, not the character itself**
An orc walks into a club.. he takes 10 damage. This little crocheted Orc amigurumi measures about 2.5″ inches long when finished and includes a full length unique video tutorial to help you get through the tough parts!
Pattern can be downloaded immediately after purchase
*Includes full length video tutorial for the more difficult parts of the pattern!*";"Description
Materials:
• The Yarn (Worsted Weight)
– Green (Main Body)
– White (Teeth)
– Brown (Loin Cloth / Pants)
• Size G6/4.00mm Hook
• Plastic Saftey Bead Eyes
• Stuffing
• Needle
Gauge: 5 Rnds and 4 sts per 1” | Finished piece is about 2″ tall
Worked in the Round";http://localhost:8080/img/p/OrcAmigurumiPattern_1.jpg|http://localhost:8080/img/p/OrcAmigurumiPattern_2.jpg|http://localhost:8080/img/p/OrcAmigurumiPattern_3.jpg|http://localhost:8080/img/p/OrcAmigurumiPattern_4.jpg|http://localhost:8080/img/p/OrcAmigurumiPattern_5.jpg|http://localhost:8080/img/p/OrcAmigurumiPattern_6.jpg
23;Cactus and Succulent Crochet Kit;Crochet Kits;39.99;"Create your own green house with this cactus crochet kit! This kit includes all the materials you need to make at least 8 cacti, including Beginner Cactus, Flat Cactus, Hunky Cactus, Succulent, and how to make your own customized cactus! It even includes instructions for how to make your cacti with hidden bodies and faces inside their pots!
Finished cacti measure from 2″ – 6″ tall.
Kit includes the pattern bundle with 4 unique cacti patterns, each with their own full-length video tutorials so you never miss a stitch! Plus a 1 month membership giving you access to hundreds of alternative patterns, including a whole garden of additional plant life!
*Crocheting 101: How to Crochet for Complete Beginners Included!*";"Description
Kit includes:
• 100% Cotton Amigurumi Yarn
– Sage Green
– Forest Green
– Brown
– Jute
– White
– Red
– Yellow
• Plastic Safety Bead Eyes x 10
• Stuffing
• Darning Needle
* Ergonomic Crochet Hook (Size G6/4.00mm) can be added to your kit";http://localhost:8080/img/p/CactusandSucculentCrochetKit_1.jpg|http://localhost:8080/img/p/CactusandSucculentCrochetKit_2.jpg|http://localhost:8080/img/p/CactusandSucculentCrochetKit_3.jpg|http://localhost:8080/img/p/CactusandSucculentCrochetKit_4.jpg|http://localhost:8080/img/p/CactusandSucculentCrochetKit_5.jpg|http://localhost:8080/img/p/CactusandSucculentCrochetKit_6.jpg|http://localhost:8080/img/p/CactusandSucculentCrochetKit_7.jpg|http://localhost:8080/img/p/CactusandSucculentCrochetKit_8.jpg
24;Troll Amigurumi Pattern;Crochet Patterns;2.99;"**This listing is for a PDF pattern with instructions on making the character, not the character itself**
An troll walks into a club.. he takes 10 damage. This little crocheted Troll amigurumi measures about 2.5″ inches long when finished and includes a full length unique video tutorial to help you get through the tough parts!
Pattern can be downloaded immediately after purchase
*Includes full length video tutorial for the more difficult parts of the pattern!*";"Description
Materials:
• The Yarn (Worsted Weight)
– Blue (Main Body)
– White (Teeth)
– Brown (Loin Cloth / Pants)
• Size G6/4.00mm Hook
• Plastic Saftey Bead Eyes
• Stuffing
• Needle
Gauge: 5 Rnds and 4 sts per 1” | Finished piece is about 2″ tall
Worked in the Round";http://localhost:8080/img/p/TrollAmigurumiPattern_1.jpg|http://localhost:8080/img/p/TrollAmigurumiPattern_2.jpg|http://localhost:8080/img/p/TrollAmigurumiPattern_3.jpg|http://localhost:8080/img/p/TrollAmigurumiPattern_4.jpg|http://localhost:8080/img/p/TrollAmigurumiPattern_5.jpg|http://localhost:8080/img/p/TrollAmigurumiPattern_6.jpg
25;Brontosaurus Amigurumi Pattern;Crochet Patterns;2.99;"**This listing is for a PDF pattern with instructions on making the character, not the character itself**
  What do you call a dinosaur that’s a noisy sleeper? A Bronto-snorus! This little crocheted Brontosaurus dinosaur amigurumi measures about 7 inches long when finished and includes a full length unique video tutorial to help you get through the tough parts!
  Pattern can be downloaded immediately after purchase";"Description
The Materials:
•The Yarn (Worsted Weight)
– Main color
– Secondary color (Spines)
•Size G6/4.00mm Hook
•Plastic Saftey Bead Eyes (8mm+)
•Stuffing
•Needle
•3 – 5 Nickles (for adding weight)
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 3” tall
Worked in the Round
Unless otherwise stated
The Abbreviations:
ch
Chain Stitch
st
Stitch
sl.st
Slip Stitch
sc
Single Crochet
hdc
Half-Double Crochet
inc
Increase
dec
Decrease (Sharp)
invdec
Invisible Decrease
BLO
Back Loops Only
FLO
Front Loops Only";http://localhost:8080/img/p/BrontosaurusAmigurumiPattern_1.jpg|http://localhost:8080/img/p/BrontosaurusAmigurumiPattern_2.jpg|http://localhost:8080/img/p/BrontosaurusAmigurumiPattern_3.jpg|http://localhost:8080/img/p/BrontosaurusAmigurumiPattern_4.jpg
26;Earth Day Pattern Bundle;Crochet Patterns;;"To celebrate our planet, Club Crochet teamed up with 5 amazing amigurumi artists to each turn an endangered creature into adorable crocheted creations to raise money for the World Wildlife Fund! This bundle is donate to download and your level of donation will determine what patterns you get.
$5 – Choose 1 pattern from the bundle to download
$20 – Download the 2022 bundle of 5 patterns!
$30 + – Get this years bundle PLUS the previous 4 years bundles too! (11 patterns total!)
100% of the proceeds from this purchase will be donated to the World Wildlife Fund! Learn more";"Description
**This listing is for a PDF pattern with instructions on making the character, not the character itself. Patterns can be downloaded immediately after purchase**
Super Bundle Includes:
Dugong – by @DrewbiesZoo
Malayan Tapir – by @OhanaCraft
Black Footed Ferret – by @LemonYarnCreations
Pangolin – by @SirPurlGrey
Snowy Plover – by @LouiesLoops
Black Rhino – by @SirPurlGrey
Sloth – by @LouiesLoops
Red Panda – by @LemonYarnCreations
Giant Tortoise – by @LouiesLoops
Sea Turtle – by @SirPurlGrey
Planet Earth – by @LouiesLoops
Each pattern includes a full length video tutorial and interactive PDF so you never miss a stitch!";http://localhost:8080/img/p/EarthDayPatternBundle_1.jpg|http://localhost:8080/img/p/EarthDayPatternBundle_2.jpg|http://localhost:8080/img/p/EarthDayPatternBundle_3.jpg|http://localhost:8080/img/p/EarthDayPatternBundle_4.jpg|http://localhost:8080/img/p/EarthDayPatternBundle_5.jpg|http://localhost:8080/img/p/EarthDayPatternBundle_6.jpg|http://localhost:8080/img/p/EarthDayPatternBundle_7.jpg|http://localhost:8080/img/p/EarthDayPatternBundle_8.jpg|http://localhost:8080/img/p/EarthDayPatternBundle_9.jpg|http://localhost:8080/img/p/EarthDayPatternBundle_10.jpg|http://localhost:8080/img/p/EarthDayPatternBundle_11.jpg|http://localhost:8080/img/p/EarthDayPatternBundle_12.jpg|http://localhost:8080/img/p/EarthDayPatternBundle_13.jpg
